epoch,accuracy,loss,val_accuracy,val_loss
0,0.8081579208374023,5.40903902053833,0.8388625383377075,0.6606121063232422
1,0.817105233669281,0.9310798048973083,0.8388625383377075,0.634680986404419
2,0.817105233669281,0.9257503747940063,0.8388625383377075,0.6173530220985413
3,0.817105233669281,0.9229481816291809,0.8388625383377075,0.6050164699554443
4,0.817105233669281,0.9215177893638611,0.8388625383377075,0.5962764024734497
5,0.817105233669281,0.9208734631538391,0.8388625383377075,0.5908008813858032
6,0.817105233669281,0.9205322265625,0.8388625383377075,0.5862638354301453
7,0.817105233669281,0.9204311370849609,0.8388625383377075,0.584823489189148
8,0.817105233669281,0.9203121066093445,0.8388625383377075,0.5829854011535645
9,0.817105233669281,0.9202858805656433,0.8388625383377075,0.5809656381607056
10,0.817105233669281,0.9202527403831482,0.8388625383377075,0.5800976157188416
11,0.817105233669281,0.9202555418014526,0.8388625383377075,0.5794710516929626
12,0.817105233669281,0.9203163981437683,0.8388625383377075,0.5790503621101379
13,0.817105233669281,0.9202629923820496,0.8388625383377075,0.5787813663482666
14,0.817105233669281,0.9202553033828735,0.8388625383377075,0.5789228677749634
15,0.817105233669281,0.9201940894126892,0.8388625383377075,0.577703595161438
16,0.817105233669281,0.9202104806900024,0.8388625383377075,0.5775018334388733
17,0.817105233669281,0.9201985001564026,0.8388625383377075,0.5776911973953247
18,0.817105233669281,0.9202405214309692,0.8388625383377075,0.5785423517227173
19,0.817105233669281,0.9202343225479126,0.8388625383377075,0.5780695080757141
20,0.817105233669281,0.9202106595039368,0.8388625383377075,0.5778809189796448
21,0.817105233669281,0.9202507138252258,0.8388625383377075,0.5771955847740173
22,0.817105233669281,0.920231282711029,0.8388625383377075,0.5783512592315674
23,0.817105233669281,0.9202796220779419,0.8388625383377075,0.5785107016563416
24,0.817105233669281,0.9202343225479126,0.8388625383377075,0.5784804224967957
